2.41, -4.10, 4.79, 0.63, 0.76, 1.34, -29.06, 32.31, -15.19, 0.0313,
2.41, -4.10, 4.79, 0.63, 0.76, 1.34, -29.06, 32.31, -15.19, 0.0313,
2.41, -4.10, 4.79, 0.63, 0.76, 1.34, -29.06, 32.31, -15.19, 0.0313,
2.41, -4.10, 4.79, 0.63, 0.76, 1.34, -29.06, 32.31, -15.19, 0.0313,
1.68, -1.42, 9.00, 0.11, -0.75, -0.98, -29.06, 32.31, -15.19, 0.0469,
3.48, -1.23, 8.81, -0.29, -0.23, 0.06, -13.13, -10.06, -42.94, 0.1250,
-0.38, -2.57, 7.97, -0.29, -0.23, 0.06, -13.13, -10.06, -42.94, 0.1406,
-0.38, -2.57, 7.97, -0.34, -1.23, -0.16, -13.13, -10.06, -42.94, 0.1406,
-0.38, -2.57, 7.97, -0.34, -1.23, -0.16, -13.13, -10.06, -42.94, 0.1406,
-0.38, -2.57, 7.97, -0.34, -1.23, -0.16, -13.13, -10.06, -42.94, 0.1563,
-0.38, -2.57, 7.97, -0.34, -1.23, -0.16, -13.13, -10.06, -42.94, 0.1563,
-0.38, -2.57, 7.97, -0.34, -1.23, -0.16, -13.13, -10.06, -42.94, 0.1563,
4.37, -0.73, 5.02, -7.36, -3.35, -1.94, -21.56, -5.50, -41.44, 0.2500,
4.37, -0.73, 5.02, -7.36, -3.35, -1.94, -21.56, -5.50, -41.44, 0.2500,
4.37, -0.73, 5.02, -7.36, -3.35, -1.94, -21.56, -5.50, -41.44, 0.2500,
4.37, -0.73, 5.02, -7.36, -3.35, -1.94, -21.56, -5.50, -41.44, 0.2500,
4.37, -0.73, 5.02, -7.36, -3.35, -1.94, -21.56, -5.50, -41.44, 0.2500,
4.37, -0.73, 5.02, -7.36, -3.35, -1.94, -21.56, -5.50, -41.44, 0.2500,
15.48, 2.26, -3.22, -7.36, -3.35, -1.94, -28.00, 6.81, -33.06, 0.2656,
15.48, 2.26, -3.22, -7.36, -3.35, -1.94, -28.00, 6.81, -33.06, 0.2656,
29.80, -7.85, -2.57, -6.19, 0.08, -7.02, -34.44, 15.25, -26.44, 0.3594,
29.80, -7.85, -2.57, -6.19, 0.08, -7.02, -38.88, 9.50, -19.19, 0.3594,
29.80, -7.85, -2.57, -6.19, 0.08, -7.02, -38.88, 9.50, -19.19, 0.3594,
29.80, -7.85, -2.57, -6.19, 0.08, -7.02, -38.88, 9.50, -19.19, 0.3750,
29.80, -7.85, -2.57, -6.19, 0.08, -7.02, -38.88, 9.50, -19.19, 0.3750,
29.80, -7.85, -2.57, -6.19, 0.08, -7.02, -38.88, 9.50, -19.19, 0.3750,
29.80, -7.85, -2.57, -6.19, 0.08, -7.02, -38.88, 9.50, -19.19, 0.3750,
31.64, -18.58, 5.29, -0.02, 1.14, -5.42, -37.88, -3.25, -25.81, 0.4688,
31.64, -18.58, 5.29, -0.02, 1.14, -5.42, -37.88, -3.25, -25.81, 0.4688,
31.64, -18.58, 5.29, -0.02, 1.14, -5.42, -37.88, -3.25, -25.81, 0.4688,
31.64, -18.58, 5.29, -0.02, 1.14, -5.42, -37.88, -3.25, -25.81, 0.4688,
31.64, -18.58, 5.29, -0.02, 1.14, -5.42, -37.88, -3.25, -25.81, 0.4844,
2.26, -20.04, 4.64, -0.02, 1.14, -5.42, -37.88, -3.25, -25.81, 0.4844,
2.26, -20.04, 4.64, -0.02, 1.14, -5.42, -37.88, -3.25, -25.81, 0.4844,
-7.32, -9.84, 4.60, 1.12, -0.24, 2.00, -38.63, -2.19, -25.88, 0.5625,
-8.50, -11.19, 5.29, 1.12, -0.24, 2.00, -38.63, -2.19, -25.88, 0.5781,
-8.50, -11.19, 5.29, 1.12, -0.24, 2.00, -38.63, -2.19, -25.88, 0.5781,
-8.50, -11.19, 5.29, 1.12, -0.24, 2.00, -38.63, -2.19, -25.88, 0.5781,
-8.50, -11.19, 5.29, 1.12, -0.24, 2.00, -38.63, -2.19, -25.88, 0.5781,
-8.50, -11.19, 5.29, 2.10, 0.33, 3.72, -38.63, -2.19, -25.88, 0.5938,
-8.50, -11.19, 5.29, 2.10, 0.33, 3.72, -38.63, -2.19, -25.88, 0.5938,
-2.53, -7.70, 2.45, 3.36, 0.49, 4.51, -38.31, 4.38, -24.19, 0.6875,
-2.53, -7.70, 2.45, 3.36, 0.49, 4.51, -38.31, 4.38, -24.19, 0.6875,
-2.53, -7.70, 2.45, 3.36, 0.49, 4.51, -38.31, 4.38, -24.19, 0.6875,
-2.53, -7.70, 2.45, 3.24, 0.93, 4.76, -38.31, 4.38, -24.19, 0.6875,
-2.53, -7.70, 2.45, 3.24, 0.93, 4.76, -38.31, 4.38, -24.19, 0.6875,
-2.53, -7.70, 2.45, 3.24, 0.93, 4.76, -38.31, 4.38, -24.19, 0.7031,
2.26, -7.93, 2.72, 3.24, 0.93, 4.76, -38.31, 4.38, -24.19, 0.7031,
2.26, -7.93, 2.72, 3.24, 0.93, 4.76, -38.31, 4.38, -24.19, 0.7031,
18.54, -6.82, -0.96, 2.99, 0.34, 4.38, -15.56, 11.25, -42.69, 0.8594,
18.54, -6.82, -0.96, 2.99, 0.34, 4.38, -15.56, 11.25, -42.69, 0.8750,
18.54, -6.82, -0.96, 2.99, 0.34, 4.38, -15.56, 11.25, -42.69, 0.8750,
18.54, -6.82, -0.96, 2.99, 0.34, 4.38, -15.56, 11.25, -42.69, 0.8750,
18.54, -6.82, -0.96, 2.99, 0.34, 4.38, -15.56, 11.25, -42.69, 0.8750,
18.54, -6.82, -0.96, 2.99, 0.34, 4.38, -15.56, 11.25, -42.69, 0.8750,
18.54, -6.82, -0.96, 2.99, 0.34, 4.38, -15.56, 11.25, -42.69, 0.8906,
8.92, 0.04, -5.13, -0.13, -0.92, 0.74, -13.81, 12.25, -43.44, 0.9688,
8.92, 0.04, -5.13, -0.13, -0.92, 0.74, -13.81, 12.25, -43.44, 0.9688,
8.92, 0.04, -5.13, -0.13, -0.92, 0.74, -13.81, 12.25, -43.44, 0.9844,
8.92, 0.04, -5.13, -0.13, -0.92, 0.74, -13.81, 12.25, -43.44, 0.9844,
6.78, 7.97, -13.60, -0.13, -0.92, 0.74, -13.81, 12.25, -43.44, 0.9844,
6.78, 7.97, -13.60, -2.47, -1.58, -1.12, -13.81, 12.25, -43.44, 0.9844,
6.78, 7.97, -13.60, -2.47, -1.58, -1.12, -13.81, 12.25, -43.44, 1.0000,
10.03, 1.84, -1.00, -3.46, -1.01, -4.04, -24.44, 19.44, -34.50, 1.0781,
10.03, 1.84, -1.00, -3.46, -1.01, -4.04, -24.44, 19.44, -34.50, 1.0781,
10.03, 1.84, -1.00, -2.04, 0.69, -6.53, -24.44, 19.44, -34.50, 1.0938,
10.03, 1.84, -1.00, -2.04, 0.69, -6.53, -24.44, 19.44, -34.50, 1.0938,
10.03, 1.84, -1.00, -2.04, 0.69, -6.53, -24.44, 19.44, -34.50, 1.0938,
